DIRECTORIO;SECUENCIA_P;ORDEN;ESTRATEGIAS;EST_RADIO;EST_TELEVISION;EST_PLATAFORMAS;EST_GUIAS;EST_VISITA;EST_LLAMADA;ESCUCHA_RADIO;P1077S7;P1077S8;P1075;P1077S21;P1077S22;P1077S23;CELULAR_INTELIGENTE;P5305;CELULAR
7381030;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381031;1;2;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381034;1;3;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381034;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381034;1;5;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381036;1;3;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381036;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381036;1;5;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381042;1;3;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381042;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381043;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381043;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381054;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381058;1;3;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2
7381058;1;4;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2
7381065;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381066;1;3;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381072;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;1
7381080;1;2;1;2;2;1;1;2;2;1;2;1;1;2;1;2;1;2;1
7381080;1;3;1;2;2;1;1;2;2;1;2;1;1;2;1;2;1;2;1
7381086;1;2;1;2;2;1;1;1;1;1;2;1;1;2;1;2;1;2;1
7381091;1;4;1;2;2;1;1;2;2;1;1;2;2;2;2;1;2;2;1
7381091;1;5;1;2;2;2;1;2;2;1;1;2;2;2;2;1;2;2;1
7381093;1;4;1;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;1
7381093;1;5;1;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;1
7381097;1;4;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7381097;1;5;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7381102;1;2;1;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1
7381104;1;2;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7381104;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7381105;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7381106;1;3;1;2;2;1;1;2;2;1;2;1;1;2;2;2;1;2;1
7381111;1;2;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7381124;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7381140;1;2;1;1;2;2;1;2;1;1;2;1;2;2;1;2;1;2;1
7381140;1;3;1;1;2;2;1;2;1;1;2;1;2;2;1;2;1;2;1
7381143;1;4;1;2;2;2;1;2;2;2;2;1;2;1;2;2;1;2;1
7381143;1;5;1;2;2;2;1;2;2;2;2;1;2;1;2;2;1;2;1
7381146;1;3;1;1;2;2;1;2;1;1;2;1;2;2;2;2;1;2;1
7381146;1;4;2; ; ; ; ; ; ;1;2;1;2;2;2;2;1;2;1
7381146;1;5;1;2;2;2;1;2;2;1;2;1;2;2;2;2;1;2;1
7381146;1;6;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7381148;1;5;1;2;2;2;1;2;2;1;2;1;2;2;2;2;1;2;1
7381149;1;2;2; ; ; ; ; ; ;2;2;1;2;2;1;2;1;2;1
7381150;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7381150;1;4;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7381154;1;5;1;2;2;2;1;2;2;2;2;1;2;2;1;2;1;2;1
7381154;1;7;1;1;2;2;1;2;1;1;2;1;2;2;1;2;1;2;1
7381156;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7381156;1;4;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7381158;1;3;1;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;1
7381163;1;3;1;2;2;2;1;2;2;2;2;1;2;2;1;2;1;2;1
7381164;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7381164;1;4;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7381164;1;5;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7381164;1;6;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7381166;1;2;1;1;2;2;1;2;1;1;1;2;2;2;1;2;1;2;1
7381172;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7381172;1;5;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7381175;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7381178;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7381178;1;4;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7381180;1;4;1;2;2;2;1;2;2;2;2;1;2;2;1;2;1;2;1
7381180;1;8;1;1;2;2;1;2;1;2;2;1;2;2;1;2;1;2;1
7381180;1;9;1;2;2;2;1;2;2;2;2;1;2;2;1;2;1;2;1
7381180;1;10;1;2;2;2;1;2;2;2;2;1;2;2;1;2;1;2;1
7381182;1;4;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7381183;1;4;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7381183;1;5;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7381183;1;6;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7381186;1;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7381190;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7381191;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7381191;1;4;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7381192;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7381192;1;5;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7381197;1;4;1;1;2;2;1;2;1;1;2;1;2;2;2;2;1;2;1
7381197;1;5;1;2;2;2;1;2;2;1;2;1;2;2;2;2;1;2;1
7381203;1;4;2; ; ; ; ; ; ;1;1;1;1;2;1;1;1;1;1
7381204;1;3;1;1;2;2;1;2;1;2;2;1;2;2;1;2;1;2;1
7381204;1;4;1;2;2;2;1;2;2;2;2;1;2;2;1;2;1;2;1
7381204;1;7;1;2;2;2;1;2;2;2;2;1;2;2;1;2;1;2;1
7381210;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7381225;1;3;1;1;2;2;1;2;1;2;2;1;2;2;2;2;1;2;1
7381274;1;3;1;2;2;1;1;2;2;2;2;1;1;1;1;2;1;2;1
7381274;1;4;1;2;2;1;1;2;2;2;2;1;1;1;1;2;1;2;1
7381276;1;2;1;2;2;1;1;2;2;2;2;2;1;2;1;1;1;2;1
7381276;1;3;1;2;2;1;1;2;2;2;2;2;1;2;1;1;1;2;1
7381277;1;2;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7381279;1;2;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7381283;1;3;1;2;2;1;1;2;2;2;2;1;1;2;1;1;1;2;1
7381284;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7381284;1;5;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7381295;1;4;1;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7381295;1;5;1;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7381295;1;6;1;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7381298;1;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7381309;1;2;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7381310;1;3;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7381310;1;4;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7381311;1;2;1;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7381314;1;2;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7381314;1;3;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7381314;1;4;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7381314;1;5;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7381319;1;3;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;1
7381319;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7381319;1;5;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7381319;1;6;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7381320;1;4;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381322;1;3;2; ; ; ; ; ; ;1;2;1;2;2;2;2;1;2;1
7381322;1;4;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7381322;1;5;1;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1
7381323;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381323;1;5;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381323;1;6;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381323;1;7;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381324;1;5;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7381325;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7381326;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7381326;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7381326;1;5;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7381329;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7381330;1;3;1;2;2;2;1;2;2;2;1;2;1;2;2;2;1;2;1
7381330;1;4;1;2;2;2;1;2;2;2;1;2;1;2;2;2;1;2;1
7381330;1;5;1;1;1;2;1;2;2;2;1;2;1;2;2;2;1;2;1
7381330;1;6;1;1;1;2;1;2;2;2;1;2;1;2;2;2;1;2;1
7381331;1;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7381331;1;4;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7381332;1;3;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381332;1;4;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381332;1;5;1;1;1;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381333;1;3;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7381333;1;4;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7381333;1;6;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7381334;1;3;1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;2;1
7381334;1;4;1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;2;1
7381335;1;2;1;1;1;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381341;1;4;1;1;1;2;1;2;2;1;2;1;2;2;2;2;2;2;1
7381341;1;5;1;1;1;2;1;2;2;1;2;1;2;2;2;2;2;2;1
7381342;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7381342;1;5;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7381342;1;6;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7381343;1;3;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1
7381345;1;4;1;2;2;1;1;2;2;2;2;1;1;1;1;2;1;2;1
7381345;1;5;1;2;2;1;1;2;2;2;2;1;1;1;1;2;1;2;1
7381348;1;3;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7381351;1;4;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7381351;1;5;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7381353;1;3;2; ; ; ; ; ; ;2;2;1;1;2;1;1;1;2;1
7381355;1;2;1;2;2;1;1;2;2;2;1;1;1;2;1;2;1;2;1
7381355;1;3;1;2;2;2;1;2;2;2;1;1;1;2;1;2;1;2;1
7381361;1;3;2; ; ; ; ; ; ;2;2;1;1;1;2;2;1;2;1
7381361;1;4;1;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7381364;1;4;1;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;1
7381366;1;3;1;2;2;1;1;2;2;1;1;2;1;2;1;2;1;2;1
7381367;1;4;2; ; ; ; ; ; ;2;2;1;2;2;1;1;1;2;1
7381367;1;5;2; ; ; ; ; ; ;2;2;1;2;2;1;1;1;2;1
7381369;1;3;1;2;2;1;1;2;2;1;2;1;2;1;2;2;1;2;1
7381374;1;3;1;2;2;1;1;2;2;2;1;1;2;2;2;2;1;2;1
7381374;1;4;1;2;2;1;1;2;2;2;1;1;2;2;2;2;1;2;1
7381375;1;3;1;2;2;1;1;2;2;1;1;2;1;2;2;2;1;2;1
7381375;1;4;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;2;1
7381376;1;2;1;2;2;1;1;2;2;1;1;1;2;2;2;2;1;2;1
7381379;1;2;1;2;2;1;1;2;2;2;2;1;2;1;2;2;1;2;1
7381379;1;3;1;2;2;1;1;2;2;2;2;1;2;1;2;2;1;2;1
7381381;1;4;1;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7381381;1;5;1;2;2;1;1;2;2;2;2;1;1;1;2;2;1;2;1
7381383;1;4;1;2;2;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7381384;1;3;1;2;2;1;1;2;2;2;1;2;2;1;2;2;1;2;1
7381384;1;4;1;2;2;1;1;2;2;2;1;2;2;1;2;2;1;2;1
7381390;1;3;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7381391;1;3;1;2;2;1;1;2;2;2;1;1;1;1;2;2;1;2;1
7381395;1;3;1;2;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1
7381400;1;3;1;2;1;1;1;1;1;1;2;1;2;2;2;2;1;2;1
7381402;1;3;1;2;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1
7381402;1;4;1;2;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1
7381402;1;5;1;2;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1
7381402;1;6;1;2;1;1;1;1;1;2;1;2;2;2;2;2;1;2;1
7381403;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7381405;1;3;1;2;1;1;1;1;1;1;2;1;2;2;2;2;1;2;1
7381419;1;4;1;2;2;1;1;2;2;1;1;1;1;1;2;1;1;2;1
7381421;1;5;1;1;1;1;1;2;2;1;2;1;1;1;1;2;1;2;1
7381421;1;6;2; ; ; ; ; ; ;1;2;1;1;1;1;2;1;2;1
7381422;1;2;1;2;2;1;1;2;2;1;1;1;1;2;2;2;1;2;1
7381424;1;3;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7381424;1;4;1;1;1;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7381425;1;3;1;1;1;1;1;2;2;1;1;1;1;1;1;2;1;2;1
7381425;1;5;1;1;1;1;1;2;2;1;1;1;1;1;1;2;1;2;1
7381426;1;3;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7381427;1;4;1;2;2;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7381427;1;5;1;2;2;1;1;2;2;1;2;1;2;2;2;2;1;2;1
7381428;1;3;1;1;1;1;1;2;2;1;1;1;1;1;2;2;1;2;1
7381428;1;4;1;1;1;1;1;2;2;1;1;1;1;1;2;2;1;2;1
7381430;1;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;1;2;1
7381431;1;3;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;1
7381435;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1
7381441;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7381445;1;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7381449;1;3;1;1;1;1;1;2;2;1;2;1;1;2;1;2;1;2;1
7381449;1;4;1;1;1;1;1;2;2;2;2;1;1;2;1;2;1;2;1
7381450;1;5;1;2;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7381453;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7381454;1;3;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;1
7381454;2;3;1;2;2;1;1;2;2;1;2;2;2;2;2;2;1;2;1
7381454;2;4;2; ; ; ; ; ; ;1;2;2;2;2;2;2;1;2;1
7381457;1;4;1;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;1
7381457;1;5;1;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;1
7381457;1;6;1;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;1
7381458;1;7;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381458;1;9;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381461;1;3;2; ; ; ; ; ; ;1;2;2;1;2;2;2;1;2;1
7381462;1;3;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381463;1;4;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381463;1;5;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381463;1;6;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7381464;1;3;1;2;2;2;1;2;2;1;2;1;2;2;2;2;1;2;1
7381465;1;3;1;2;2;2;1;2;2;1;1;2;1;2;2;2;1;2;1
7381466;1;3;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381466;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1
7381468;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7381468;1;4;1;2;2;2;1;2;2;1;1;2;2;2;2;2;2;2;1
7381470;1;3;1;2;2;1;1;2;2;1;1;1;1;2;2;2;1;2;1
7381473;1;4;1;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;1
7381475;1;4;2; ; ; ; ; ; ;1;2;2;2;2;2;2;1;2;1
7381476;1;3;2; ; ; ; ; ; ;1;2;2;2;2;2;2;2;2;1
7381477;1;6;2; ; ; ; ; ; ;1;2;2;1;2;2;2;1;2;1
7381477;1;7;1;2;2;1;1;2;2;1;2;2;1;2;2;2;1;2;1
7381480;1;3;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;1
7381482;1;2;2; ; ; ; ; ; ;2;1;1;1;2;2;2;1;2;1
7381484;1;2;1;2;2;1;1;2;2;2;1;1;1;2;2;1;2;2;1
7381484;1;3;1;2;2;1;1;2;2;2;1;1;1;2;2;1;2;2;1
7381489;1;3;1;2;2;1;1;2;2;1;2;1;1;1;1;2;1;2;1
7381490;1;4;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381490;1;5;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7381492;1;3;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7381492;1;4;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7381494;1;4;1;2;2;2;1;2;2;1;2;2;1;2;2;2;1;2;1
7381494;1;5;2; ; ; ; ; ; ;1;2;2;1;2;2;2;1;2;1
7381494;1;6;1;2;2;2;1;2;2;1;2;2;1;2;2;2;1;2;1
7381498;1;4;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;1
7381498;1;5;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7381501;1;3;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381501;1;4;2; ; ; ; ; ; ;1;2;2;2;2;2;2;1;2;1
7381501;1;5;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381502;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7381502;1;4;2; ; ; ; ; ; ;2;1;2;2;2;2;2;2;2;1
7381502;1;5;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;2;1
7381503;1;3;1;2;2;1;1;2;2;2;1;2;1;2;2;2;1;1;1
7381510;1;3;1;1;1;1;1;1;1;2;1;1;2;2;2;2;1;2;1
7381510;1;4;2; ; ; ; ; ; ;2;1;1;2;2;2;2;1;2;1
7381511;1;3;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7381511;1;4;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;2;1
7381511;1;5;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7381512;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7381512;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7381513;1;5;1;2;2;1;1;2;2;2;2;1;2;2;2;2;1;2;1
7381513;1;6;1;2;2;1;2;2;2;1;2;1;2;2;2;2;1;2;1
7381516;1;3;2; ; ; ; ; ; ;2;2;1;2;2;2;2;1;2;1
7381518;1;4;1;2;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1
7381518;1;5;1;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2;1
7381527;1;5;1;2;2;1;1;2;2;1;2;1;1;2;1;2;1;1;1
7381530;1;5;2; ; ; ; ; ; ;1;2;1;1;2;1;2;1;1;1
7381537;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381538;1;2;2; ; ; ; ; ; ;1;2;2;2;2;2;2;1;2;1
7381538;1;3;1;2;2;1;1;2;2;1;2;2;2;2;2;2;1;2;1
7381539;1;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2
7381540;1;5;2; ; ; ; ; ; ;1;2;2;2;2;2;2;2;2;1
7381540;1;6;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;1
7381540;1;7;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;1
7381547;1;3;2; ; ; ; ; ; ;2;1;2;2;2;2;2;1;2;1
7381547;1;4;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7381547;1;5;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7381547;1;6;1;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;1
7381548;1;3;2; ; ; ; ; ; ;1;2;2;2;2;2;2;2;2;2
7381548;1;4;2; ; ; ; ; ; ;1;2;2;2;2;2;2;2;2;2
7381552;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381555;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381555;1;5;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381555;1;6;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381556;1;3;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2
7381556;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381557;1;4;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2
7381557;1;5;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2
7381557;1;6;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2
7381560;1;3;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2
7381560;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381561;1;4;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7381561;1;5;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7381562;1;3;2; ; ; ; ; ; ;1;2;2;2;2;2;2;1;2;1
7381562;1;4;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1
7381565;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7381565;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7381565;1;5;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7381568;1;2;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381569;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1
7381569;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7381569;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7381572;1;3;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1
7381572;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7381573;1;5;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381573;1;6;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381573;1;7;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381574;1;4;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2
7381574;1;5;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2
7381585;1;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7381585;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7381585;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7381590;1;3;1;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;1
7381590;1;4;2; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;1
7381594;1;2;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;1
7381596;1;5;2; ; ; ; ; ; ;1;1;2;2;2;2;2;1;2;1
7381596;1;6;1;2;2;1;1;2;2;1;1;2;2;2;2;2;1;2;1
7381599;1;3;2; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2
7381602;1;5;2; ; ; ; ; ; ;1;2;2;2;2;2;2;2;2;2
7381603;1;3;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7381603;1;4;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7381603;1;5;2; ; ; ; ; ; ;2;2;1;1;2;2;2;1;2;1
7381603;1;6;1;2;2;1;1;1;1;2;2;1;1;2;2;2;1;2;1
7381606;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7381607;1;2;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7381607;1;3;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7381607;1;4;1;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1
7381612;1;3;1;2;2;1;1;2;2;2;2;2;1;2;1;2;1;1;1
7381616;1;2;1;2;2;1;1;2;2;2;2;1;1;1;2;1;1;2;1
7381616;1;3;1;2;2;1;1;2;2;2;2;1;1;1;2;1;1;2;1
7381618;1;3;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;2;1
7381621;2;4;1;2;2;1;2;2;2;2;2;2;1;1;2;1;1;2;1
7381621;2;5;1;2;2;1;1;2;2;2;2;2;1;1;2;1;1;2;1
